"","INSTNM","SCH_DEG","HCM2","MAIN","NUMBRANCH","PREDDEG","HIGHDEG","CONTROL","REGION","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY"
"1759","Minnesota State Community and Technical College",2,0,1,4,2,2,1,4,33,3,13,"0","0","0","0","0","0","0","0","0"
"1760","Minnesota West Community and Technical College",1,0,1,1,1,2,1,4,34,3,12,"0","0","0","0","0","0","0","0","0"
"1761","Gustavus Adolphus College",3,0,1,1,3,3,2,4,15,6,4,"0","0","0","0","0","0","0","0","0"
"1762","Hamline University",3,0,1,1,3,4,2,4,11,6,3,"0","0","0","0","0","0","0","0","0"
"1763","Hazelden Betty Ford Graduate School of Addiction Studies",3,0,1,1,4,4,2,4,20,2,11,"0","0","0","0","0","0","0","0","0"
"1764","Hennepin Technical College",1,0,1,1,1,2,1,4,32,3,13,"0","0","0","0","0","0","0","0","0"
"1765","Hibbing Community College",2,0,1,1,2,2,1,4,33,10,12,"0","0","0","0","0","0","0","0","0"
"1766","Aveda Institute-Minneapolis",1,0,1,1,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1767","Inver Hills Community College",2,0,1,1,2,2,1,4,13,3,13,"0","0","0","0","0","0","0","0","0"
"1768","Itasca Community College",2,0,1,1,2,2,1,4,13,10,12,"0","0","0","0","0","0","0","0","0"
"1769","Luther Seminary",3,0,1,1,4,4,2,4,18,2,11,"0","0","0","0","0","0","0","0","0"
"1770","Macalester College",3,0,1,1,3,3,2,4,15,8,4,"0","0","0","0","0","0","0","0","0"
"1771","South Central College",2,0,1,2,2,2,1,4,30,10,12,"0","0","0","0","0","0","0","0","0"
"1772","Minnesota State University-Mankato",3,0,1,1,3,4,1,4,11,7,8,"0","0","0","0","0","0","0","0","0"
"1773","Mayo Clinic College of Medicine and Science",1,0,1,3,4,4,2,4,19,2,11,"0","0","0","0","0","0","0","0","0"
"1774","Mayo Clinic School of Health Sciences",1,0,0,3,1,4,2,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1775","Argosy University-Twin Cities",3,0,0,26,2,4,3,4,20,13,16,"0","0","0","0","0","0","0","0","0"
"1776","Mesabi Range College",1,0,1,2,1,2,1,4,31,10,12,"0","0","0","0","0","0","0","0","0"
"1777","Metropolitan State University",3,0,1,1,3,4,1,4,10,13,5,"0","0","0","0","1","0","0","0","0"
"1778","University of Minnesota-Twin Cities",3,0,1,2,3,4,1,4,8,9,8,"0","0","0","0","1","0","0","0","0"
"1779","University of Minnesota-Crookston",3,0,1,1,3,3,1,4,16,17,3,"0","0","0","0","0","0","0","0","0"
"1780","Minneapolis Business College",1,0,1,1,1,2,3,4,32,12,2,"0","0","0","0","0","0","0","0","0"
"1781","Minneapolis College of Art and Design",3,0,1,1,3,4,2,4,25,7,17,"0","0","0","0","0","0","0","0","0"
"1782","Minneapolis Community and Technical College",2,0,1,1,2,2,1,4,29,3,13,"0","0","0","0","0","0","0","0","0"
"1783","Herzing University-Minneapolis",2,0,0,11,2,3,2,4,20,13,16,"0","0","0","0","1","0","0","0","0"
"1784","Minnesota School of Cosmetology-Woodbury Campus",1,0,1,2,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1785","University of Minnesota-Duluth",3,0,1,1,3,4,1,4,12,8,9,"0","0","0","0","0","0","0","0","0"
"1786","University of Minnesota-Morris",3,0,1,1,3,3,1,4,15,9,4,"0","0","0","0","0","0","1","0","0"
"1787","Model College of Hair Design",1,0,1,1,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1788","Minnesota State University Moorhead",3,0,1,1,3,4,1,4,12,7,6,"0","0","0","0","0","0","0","0","0"
"1789","North Hennepin Community College",2,0,1,1,2,2,1,4,13,3,13,"0","0","0","0","1","0","0","0","0"
"1790","National American University-Roseville",2,0,0,33,2,3,3,4,17,13,16,"0","0","0","0","0","0","0","0","0"
"1791","Normandale Community College",2,0,1,1,2,2,1,4,13,10,14,"0","0","0","0","0","0","0","0","0"
"1792","North Central University",3,0,1,1,3,4,2,4,16,5,18,"0","0","0","0","0","0","0","0","0"
"1793","Northland Community and Technical College",1,0,1,2,1,2,1,4,33,3,12,"0","0","0","0","0","0","0","0","0"
"1794","University of Northwestern-St Paul",3,0,1,1,3,4,2,4,12,7,4,"0","0","0","0","0","0","0","0","0"
"1795","Northwestern Health Sciences University",3,0,1,1,3,4,2,4,20,15,16,"0","0","0","0","0","0","0","0","0"
"1796","Oak Hills Christian College",3,0,1,1,3,3,2,4,18,5,18,"0","0","0","0","0","0","0","0","0"
"1797","Pine Technical & Community College",1,0,1,1,1,2,1,4,34,3,12,"0","0","0","0","0","0","0","0","0"
"1798","Rainy River Community College",2,0,1,1,2,2,1,4,24,11,2,"0","0","0","0","0","0","0","0","0"
"1799","Rochester Community and Technical College",2,0,1,1,2,2,1,4,29,10,13,"0","0","0","0","0","0","0","0","0"
"1800","College of Saint Benedict",3,0,1,1,3,3,2,4,15,8,4,"0","0","0","0","0","0","0","0","1"
"1801","St Cloud Technical and Community College",2,0,1,1,2,2,1,4,29,10,13,"0","0","0","0","0","0","0","0","0"
"1802","Saint Cloud State University",3,0,1,1,3,4,1,4,11,5,8,"0","0","0","0","0","0","0","0","0"
"1803","Saint Johns University",3,0,1,1,3,4,2,4,15,8,4,"0","0","0","0","0","0","0","1","0"
"1804","Saint Mary's University of Minnesota",3,0,1,1,3,4,2,4,11,17,6,"0","0","0","0","0","0","0","0","0"
"1805","St Olaf College",3,0,1,1,3,3,2,4,15,8,7,"0","0","0","0","0","0","0","0","0"
"1806","Crown College",3,0,1,1,3,4,2,4,14,15,3,"0","0","0","0","0","0","0","0","0"
"1807","The College of Saint Scholastica",3,0,1,1,3,4,2,4,10,7,6,"0","0","0","0","0","0","0","0","0"
"1808","University of St Thomas",3,0,1,1,3,4,2,4,10,8,6,"0","0","0","0","0","0","0","0","0"
"1809","Empire Beauty School-Bloomington",1,0,0,10,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1810","St Catherine University",3,0,1,1,3,4,2,4,10,17,6,"0","0","0","0","1","0","0","0","1"
"1811","Rasmussen College-Minnesota",2,0,1,21,2,3,3,4,17,13,19,"0","0","0","0","0","0","0","0","0"
"1812","Saint Paul College",1,0,1,1,1,2,1,4,30,3,13,"0","0","0","0","1","0","0","0","0"
"1813","Southwest Minnesota State University",3,0,1,1,3,4,1,4,12,17,6,"0","0","0","0","0","0","0","0","0"
"1814","Summit Academy Opportunities Industrialization Center",1,0,1,1,1,1,2,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1815","United Theological Seminary of the Twin Cities",1.92616959064327,0,1,1,4,4,2,4,18,2,11,"0","0","0","0","0","0","0","0","0"
"1816","Vermilion Community College",2,0,1,1,2,2,1,4,13,11,12,"0","0","0","0","0","0","0","0","0"
"1817","Dunwoody College of Technology",2,0,1,1,2,3,2,4,17,7,19,"0","0","0","0","0","0","0","0","0"
"1818","Ridgewater College",2,0,1,1,2,2,1,4,33,10,13,"0","0","0","0","0","0","0","0","0"
"1819","Minnesota State College Southeast",1,0,1,2,1,2,1,4,33,10,12,"0","0","0","0","0","0","0","0","0"
"1820","Winona State University",3,0,1,1,3,4,1,4,14,7,6,"0","0","0","0","0","0","0","0","0"
"1821","Mitchell Hamline School of Law",3,0,1,1,4,4,2,4,26,2,11,"0","0","0","0","0","0","0","0","0"
"1822","Century College",2,0,1,1,2,2,1,4,29,10,14,"0","0","0","0","1","0","0","0","0"
"1823","Alcorn State University",3,0,1,1,3,4,1,5,12,4,7,"1","0","0","0","0","0","0","0","0"
"1824","Belhaven University",3,0,1,1,3,4,2,5,11,13,3,"0","1","0","0","0","0","0","0","0"
"1825","Blue Mountain College",3,0,1,1,3,4,2,5,16,7,18,"0","0","0","0","0","0","0","0","0"
"1826","Chris Beauty College",1,1,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"1827","Coahoma Community College",2,0,1,1,2,2,1,5,32,11,12,"1","0","0","0","0","0","0","0","0"
"1828","Antonelli College-Jackson",1,0,0,3,2,2,3,5,3,11,2,"0","0","0","0","0","0","0","0","0"
"1829","Copiah-Lincoln Community College",2,0,1,3,2,2,1,5,2,11,13,"0","0","0","0","0","0","0","0","0"
"1830","Delta Beauty College",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"1831","Delta State University",3,0,1,1,3,4,1,5,11,5,3,"0","0","0","0","0","0","0","0","0"
"1832","East Central Community College",2,0,1,1,2,2,1,5,29,11,13,"0","0","0","0","0","0","0","0","0"
"1833","East Mississippi Community College",2,0,1,1,2,2,1,5,30,11,13,"0","1","0","0","0","0","0","0","0"
"1834","Fosters Cosmetology College",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"1835","Academy of Hair Design-Grenada",1,0,0,2,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"1836","Hinds Community College",1,0,1,1,1,2,1,5,32,10,14,"0","1","0","0","0","0","0","0","0"
"1837","Holmes Community College",2,0,1,1,2,2,1,5,33,11,13,"0","1","0","0","0","0","0","0","0"
"1838","Itawamba Community College",2,0,1,1,2,2,1,5,2,11,13,"0","0","0","0","0","0","0","0","0"
"1839","Jackson State University",3,0,1,1,3,4,1,5,9,5,6,"1","0","0","0","0","0","0","0","0"
"1840","Jones County Junior College",2,0,1,1,2,2,1,5,29,11,13,"0","0","0","0","0","0","0","0","0"
"1841","Meridian Community College",2,0,1,1,2,2,1,5,32,11,13,"0","1","0","0","0","0","0","0","0"
"1842","Millsaps College",3,0,1,1,3,4,2,5,15,8,18,"0","0","0","0","0","0","0","0","0"
"1843","Mississippi Delta Community College",2,0,1,1,2,2,1,5,29,11,12,"0","1","0","0","0","0","0","0","0"
"1844","University of Mississippi",3,0,1,2,3,4,1,5,8,9,9,"0","0","0","0","0","0","0","0","0"
"1845","Mississippi University for Women",3,0,1,1,3,4,1,5,12,7,3,"0","0","0","0","0","0","0","0","0"
"1846","Mississippi Valley State University",3,0,1,1,3,4,1,5,14,5,4,"1","0","0","0","0","0","0","0","0"
"1847","Mississippi College",3,0,1,1,3,4,2,5,10,9,7,"0","0","0","0","0","0","0","0","0"
"1848","Mississippi College of Beauty Culture",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"1849","Mississippi Gulf Coast Community College",2,0,1,1,2,2,1,5,29,11,14,"0","0","0","0","0","0","0","0","0"
"1850","Mississippi State University",3,0,1,1,3,4,1,5,8,7,9,"0","0","0","0","0","0","0","0","0"
"1851","Northeast Mississippi Community College",2,0,1,1,2,2,1,5,29,11,13,"0","0","0","0","0","0","0","0","0"
"1852","Northwest Mississippi Community College",2,0,1,1,2,2,1,5,29,11,14,"0","0","0","0","0","0","0","0","0"
"1853","Pearl River Community College",2,0,1,2,2,2,1,5,30,11,13,"0","0","0","0","0","0","0","0","0"
"1854","Rust College",3,0,1,1,3,3,2,5,15,8,18,"1","0","0","0","0","0","0","0","0"
"1855","Southeastern Baptist College",2,0,1,1,2,3,2,5,18,13,16,"0","1","0","0","0","0","0","0","0"
"1856","Southwest Mississippi Community College",2,0,1,1,2,2,1,5,29,11,12,"0","1","0","0","0","0","0","0","0"
"1857","University of Southern Mississippi",3,0,1,1,3,4,1,5,8,7,9,"0","0","0","0","0","0","0","0","0"
"1858","Magnolia College of Cosmetology",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"1859","Tougaloo College",3,0,1,1,3,4,2,5,15,5,18,"1","0","0","0","0","0","0","0","0"
"1860","Wesley Biblical Seminary",3,0,1,1,4,4,2,5,18,2,11,"0","0","0","0","0","0","0","0","0"
"1861","William Carey University",3,0,1,1,3,4,2,5,10,17,6,"0","0","0","0","0","0","0","0","0"
"1862","Aquinas Institute of Theology",3,0,1,1,4,4,2,4,18,2,11,"0","0","0","0","0","0","0","0","0"
"1863","Avila University",3,0,1,1,3,4,2,4,12,7,3,"0","0","0","0","0","0","0","0","0"
"1864","Baptist Bible College",3,0,1,1,3,4,2,4,18,5,18,"0","0","0","0","0","0","0","0","0"
"1865","House of Heavilin Beauty College-Blue Springs",1,0,1,4,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1866","Cox College",3,0,1,1,3,4,2,4,20,13,16,"0","0","0","0","0","0","0","0","0"
"1867","Calvary University",3,0,1,1,3,4,2,4,18,17,17,"0","0","0","0","0","0","0","0","0"
"1868","Cape Girardeau Career and Technology Center",1,0,1,1,1,1,1,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1869","Central Christian College of the Bible",3,0,1,1,3,3,2,4,18,5,18,"0","0","0","0","0","0","0","0","0"
"1870","Central Methodist University-College of Liberal Arts and Sciences",3,0,1,1,3,3,2,4,16,7,4,"0","0","0","0","0","0","0","0","0"
"1871","University of Central Missouri",3,0,1,1,3,4,1,4,11,7,6,"0","0","0","0","0","0","0","0","0"
"1872","Grand River Technical School",1,0,1,1,1,1,1,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1873","Cleveland University-Kansas City",3,0,1,1,3,4,2,4,20,15,16,"0","0","0","0","0","0","0","0","0"
"1874","Columbia Area Career Center",1,0,1,1,1,1,1,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1875","Columbia College",3,0,1,33,3,4,2,4,11,13,5,"0","0","0","0","0","0","0","0","0"
"1876","Conception Seminary College",3,0,1,1,3,3,2,4,18,5,18,"0","0","0","0","0","0","0","1","0"
"1877","Concordia Seminary",3,0,1,1,4,4,2,4,18,2,11,"0","0","0","0","0","0","0","0","0"
"1878","Cottey College",2,0,1,1,2,3,2,4,17,4,18,"0","0","0","0","0","0","0","0","1"
"1879","Covenant Theological Seminary",3,0,1,1,4,4,2,4,18,2,11,"0","0","0","0","0","0","0","0","0"
"1880","Crowder College",2,0,1,1,2,2,1,4,13,10,13,"0","0","0","0","0","0","0","0","0"
"1881","Culver-Stockton College",3,0,1,1,3,4,2,4,16,4,4,"0","0","0","0","0","0","0","0","0"
"1882","Drury University",3,0,1,1,3,4,2,4,12,17,3,"0","0","0","0","0","0","0","0","0"
"1883","East Central College",2,0,1,1,2,2,1,4,13,10,12,"0","0","0","0","0","0","0","0","0"
"1884","Eden Theological Seminary",3,0,1,1,4,4,2,4,18,2,11,"0","0","0","0","0","0","0","0","0"
"1885","Elaine Steven Beauty College",1,0,1,1,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1886","Pinnacle Career Institute-South Kansas City",1,0,1,2,1,2,3,4,32,12,2,"0","0","0","0","0","0","0","0","0"
"1887","Evangel University",3,0,1,2,3,4,2,4,12,6,4,"0","0","0","0","0","0","0","0","0"
"1888","Fontbonne University",3,0,1,1,3,4,2,4,11,7,3,"0","0","0","0","0","0","0","0","0"
"1889","Four Rivers Career Center",1,0,1,1,1,1,1,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1890","Ozarks Technical Community College",2,0,1,1,2,2,1,4,29,10,14,"0","0","0","0","0","0","0","0","0"
"1891","Hannibal-LaGrange University",3,0,1,1,3,4,2,4,16,9,18,"0","0","0","0","0","0","0","0","0"
"1892","Harris-Stowe State University",3,0,1,1,3,3,1,4,16,5,3,"1","0","0","0","0","0","0","0","0"
"1893","Hickey College",2,0,1,1,2,3,3,4,17,2,17,"0","0","0","0","0","0","0","0","0"
"1894","House of Heavilin Beauty College-Kansas City",1,0,1,1,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1895","Independence College of Cosmetology",1,0,1,1,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1896","Jefferson College",2,0,1,1,2,2,1,4,29,10,13,"0","0","0","0","0","0","0","0","0"
"1897","Paul Mitchell the School-Missouri Columbia",1,0,1,1,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1898","Barnes-Jewish College Goldfarb School of Nursing",3,0,1,1,3,4,2,4,20,5,16,"0","0","0","0","0","0","0","0","0"
"1899","Kansas City Art Institute",3,0,1,1,3,3,2,4,25,7,17,"0","0","0","0","0","0","0","0","0"
"1900","Kenrick Glennon Seminary",3,0,1,1,3,4,2,4,18,7,18,"0","0","0","0","0","0","0","0","0"
"1901","A T Still University of Health Sciences",3,0,1,1,4,4,2,4,19,2,11,"0","0","0","0","0","0","0","0","0"
"1902","Lake Career and Technical Center",1,0,1,1,1,1,1,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1903","Lex La-Ray Technical Center",1,0,1,1,1,1,1,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1904","Lincoln University",3,0,1,1,3,4,1,4,16,5,4,"1","0","0","0","0","0","0","0","0"
"1905","Lindenwood University",3,0,1,2,3,4,2,4,10,7,7,"0","0","0","0","0","0","0","0","0"
"1906","State Technical College of Missouri",2,0,1,1,2,2,1,4,32,11,12,"0","0","0","0","0","0","0","0","0"
"1907","Logan University",3,0,1,1,3,4,2,4,20,13,19,"0","0","0","0","0","0","0","0","0"
"1908","Metropolitan Community College-Kansas City",2,0,1,1,2,2,1,4,2,10,14,"0","0","0","0","0","0","0","0","0"
"1909","Lutheran School of Nursing",1.92616959064327,0,1,1,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1910","Maryville University of Saint Louis",3,0,1,1,3,4,2,4,10,17,6,"0","0","0","0","0","0","0","0","0"
"1911","Merrell University of Beauty Arts and Science",1,0,1,1,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1912","Metro Business College-Cape Girardeau",2,0,1,3,1,2,3,4,34,11,2,"0","0","0","0","0","0","0","0","0"
"1913","Midwest Institute",1,0,1,1,1,2,3,4,3,12,2,"0","0","0","0","0","0","0","0","0"
"1914","Midwestern Baptist Theological Seminary",3,0,1,1,3,4,2,4,18,13,3,"0","0","0","0","0","0","0","0","0"
"1915","Mineral Area College",2,0,1,1,2,2,1,4,2,11,13,"0","0","0","0","0","0","0","0","0"
"1916","Missouri Baptist University",3,0,1,1,3,4,2,4,11,5,19,"0","0","0","0","0","0","0","0","0"
"1917","Missouri Southern State University",3,0,1,1,3,4,1,4,16,17,5,"0","0","0","0","0","0","0","0","0"
"1918","Missouri Valley College",3,0,1,1,3,4,2,4,16,9,4,"0","0","0","0","0","0","0","0","0"
"1919","Missouri Western State University",3,0,1,1,3,4,1,4,12,5,6,"0","0","0","0","0","0","0","0","0"
"1920","University of Missouri-Columbia",3,0,1,1,3,4,1,4,8,8,8,"0","0","0","0","0","0","0","0","0"
"1921","University of Missouri-Kansas City",3,0,1,1,3,4,1,4,9,9,8,"0","0","0","0","0","0","0","0","0"
"1922","Missouri University of Science and Technology",3,0,1,1,3,4,1,4,9,8,6,"0","0","0","0","0","0","0","0","0"
"1923","University of Missouri-St Louis",3,0,1,1,3,4,1,4,9,17,5,"0","0","0","0","0","0","0","0","0"
"1924","Moberly Area Community College",2,0,1,1,2,2,1,4,13,10,13,"0","0","0","0","0","0","0","0","0"
"1925","Hillyard Technical Center",1,0,1,1,1,1,1,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1926","Nazarene Theological Seminary",3,0,1,1,4,4,2,4,18,2,11,"0","0","0","0","0","0","0","0","0"
"1927","Neosho Beauty College",1,0,1,1,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1928","Truman State University",3,0,1,1,3,4,1,4,12,8,7,"0","0","0","0","0","0","0","0","0"
"1929","Northwest Missouri State University",3,0,1,1,3,4,1,4,11,6,7,"0","0","0","0","0","0","0","0","0"
"1930","Ozark Christian College",3,0,1,1,3,3,2,4,18,17,17,"0","0","0","0","0","0","0","0","0"
"1931","College of the Ozarks",3,0,1,1,3,3,2,4,16,6,4,"0","0","0","0","0","0","0","0","0"
"1932","Park University",3,0,1,1,3,4,2,4,11,13,5,"0","0","0","0","0","0","0","0","0"
"1933","Stevens-The Institute of Business & Arts",3,0,1,1,3,3,3,4,23,15,16,"0","0","0","0","0","0","0","0","0"
"1934","Poplar Bluff Technical Career Center",1,0,1,1,1,1,1,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1935","Ranken Technical College",2,0,1,1,2,3,2,4,7,15,19,"0","0","0","0","0","0","0","0","0"
"1936","Research College of Nursing",3,0,1,1,3,4,3,4,20,2,17,"0","0","0","0","0","0","0","0","0"
"1937","Rockhurst University",3,0,1,1,3,4,2,4,11,9,4,"0","0","0","0","0","0","0","0","0"
"1938","Rolla Technical Institute/Center",1,0,1,1,1,1,1,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1939","Saint Louis University",3,0,1,1,3,4,2,4,9,8,10,"0","0","0","0","0","0","0","0","0"
"1940","Salem College of Hairstyling",1,0,1,1,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1941","American College of Hair Design Inc",1,0,1,1,1,1,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1942","Sikeston Career and Technology Center",1,0,1,1,1,1,1,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"1943","Saint Louis Christian College",3,0,1,1,3,3,2,4,18,5,18,"0","0","0","0","0","0","0","0","0"
"1944","St. Louis College of Pharmacy",3,0,1,1,3,4,2,4,20,9,4,"0","0","0","0","0","0","0","0","0"
"1945","Saint Louis Community College",2,0,1,1,2,2,1,4,13,3,15,"0","0","0","0","0","0","0","0","0"
"1946","Saint Paul School of Theology",3,0,1,1,4,4,2,4,18,2,11,"0","0","0","0","0","0","0","0","0"
"1947","Southwest Baptist University",3,0,1,1,3,4,2,4,12,17,3,"0","0","0","0","0","0","0","0","0"
"1948","Missouri State University-West Plains",2,0,1,1,2,2,1,4,13,10,12,"0","0","0","0","0","0","0","0","0"
"1949","Saint Luke's College of Health Sciences",3,0,1,1,3,4,2,4,20,5,16,"0","0","0","0","0","0","0","0","0"
"1950","St Louis College of Health Careers-St Louis",1,0,1,2,1,2,3,4,3,10,2,"0","0","0","0","0","0","0","0","0"
"1951","State Fair Community College",2,0,1,1,2,2,1,4,2,10,13,"0","0","0","0","0","0","0","0","0"
"1952","Stephens College",3,0,1,1,3,4,2,4,14,7,18,"0","0","0","0","0","0","0","0","1"
"1953","Southeast Missouri State University",3,0,1,1,3,4,1,4,11,7,6,"0","0","0","0","0","0","0","0","0"
"1954","Missouri State University-Springfield",3,0,1,1,3,4,1,4,10,7,8,"0","0","0","0","0","0","0","0","0"
"1955","Three Rivers College",1,0,1,1,1,2,1,4,2,10,13,"0","0","0","0","0","0","0","0","0"
"1956","North Central Missouri College",2,0,1,1,2,2,1,4,31,3,12,"0","0","0","0","0","0","0","0","0"
"1957","Kansas City University of Medicine and Biosciences",3,0,1,2,4,4,2,4,19,2,11,"0","0","0","0","0","0","0","0","0"
"1958","Washington University in St Louis",3,0,1,1,3,4,2,4,8,8,10,"0","0","0","0","0","0","0","0","0"
"1959","Webster University",3,0,1,1,3,4,2,4,11,17,6,"0","0","0","0","0","0","0","0","0"
"1960","Westminster College",3,0,1,1,3,3,2,4,15,6,18,"0","0","0","0","0","0","0","0","0"
"1961","William Jewell College",3,0,1,1,3,4,2,4,16,8,18,"0","0","0","0","0","0","0","0","0"
"1962","William Woods University",3,0,1,1,3,4,2,4,10,7,4,"0","0","0","0","0","0","0","0","0"
"1963","Academy of Cosmetology",1,0,1,1,1,1,3,7,1,1,1,"0","0","0","0","0","0","0","0","0"
"1964","Blackfeet Community College",2,0,1,1,2,2,2,7,28,11,2,"0","0","0","1","0","0","0","0","0"
"1965","Butte Academy of Beauty Culture",1,0,1,1,1,1,3,7,1,1,1,"0","0","0","0","0","0","0","0","0"
"1966","Highlands College of Montana Tech",3,0,0,2,2,2,1,7,33,10,12,"0","0","0","0","0","0","0","0","0"
"1967","Crevier's Academy of Cosmetology Arts",1,0,1,1,1,1,3,7,1,1,1,"0","0","0","0","0","0","0","0","0"
"1968","Carroll College",3,0,1,1,3,3,2,7,16,8,4,"0","0","0","0","0","0","0","0","0"
"1969","Dawson Community College",2,0,1,1,2,2,1,7,24,11,2,"0","0","0","0","0","0","0","0","0"
"1970","Chief Dull Knife College",2,0,1,1,2,2,1,7,28,10,2,"0","0","0","1","0","0","0","0","0"
"1971","Montana State University Billings",3,0,1,2,3,4,1,7,12,15,5,"0","0","0","0","0","0","0","0","0"
"1972","Flathead Valley Community College",2,0,1,1,2,2,1,7,31,3,12,"0","0","0","0","0","0","0","0","0"
"1973","Aaniiih Nakoda College",2,0,1,1,2,2,1,7,28,11,2,"0","0","0","1","0","0","0","0","0"
"1974","Fort Peck Community College",2,0,1,1,2,2,1,7,28,11,2,"0","0","0","1","0","0","0","0","0"
"1975","Great Falls College Montana State University",2,0,1,1,2,2,1,7,30,3,12,"0","0","0","0","0","0","0","0","0"
